acc,stanford.acc,ID
KY579901,KY579901,NA
KY579902,KY579902,NA
KY579903,KY579903,NA
KY579904,KY579904,NA
KY579905,KY579905,NA
KY579906,KY579906,NA
KY579907,KY579907,NA
KY579908,KY579908,NA
KY579909,KY579909,NA
KY579910,KY579910,NA
KY579911,KY579911,NA
KY579912,KY579912,NA
KY579913,KY579913,NA
KY579914,KY579914,NA
KY579915,KY579915,NA
KY579916,KY579916,NA
KY579917,KY579917,NA
KY579918,KY579918,NA
KY579919,KY579919,NA
KY579920,KY579920,NA
KY579921,KY579921,NA
KY579922,KY579922,NA
KY579923,KY579923,NA
KY579924,KY579924,NA
KY579925,KY579925,NA
KY579926,KY579926,NA
KY579927,KY579927,NA
KY579928,KY579928,NA
KY579929,KY579929,NA
KY579930,KY579930,NA
KY579931,KY579931,NA
KY579932,KY579932,NA
KY579933,KY579933,NA
KY579934,KY579934,NA
KY579935,KY579935,NA
KY579936,KY579936,NA
KY579937,KY579937,NA
KY579938,KY579938,NA
KY579939,KY579939,NA
KY579940,KY579940,NA
KY579941,KY579941,NA
KY579942,KY579942,NA
KY579943,KY579943,NA
KY579944,KY579944,NA
KY579945,KY579945,NA
KY579946,KY579946,NA
KY579947,KY579947,NA
KY586150,KY586150,NA
KY586151,KY586151,NA
KY586152,KY586152,NA
KY586153,KY586153,NA
KY586154,KY586154,NA
KY586155,KY586155,NA
KY586156,KY586156,NA
KY586160,KY586160,NA
KY586168,KY586168,NA
KY586170,KY586170,NA
KY586171,KY586171,NA
KY586172,KY586172,NA
KY586173,KY586173,NA
KY586174,KY586174,NA
KY586175,KY586175,NA
KY586176,KY586176,NA
KY586177,KY586177,NA
KY586178,KY586178,NA
KY586179,KY586179,NA
KY586180,KY586180,NA
KY586181,KY586181,NA
KY586182,KY586182,NA
KY586183,KY586183,NA
KY586184,KY586184,NA
KY586185,KY586185,NA
KY586186,KY586186,NA
KY586187,KY586187,NA
KY586190,KY586190,NA
KY586191,KY586191,NA
KY586192,KY586192,NA
KY586193,KY586193,NA
KY586194,KY586194,NA
KY586195,KY586195,NA
KY586196,KY586196,NA
KY586197,KY586197,NA
KY586198,KY586198,NA
KY586199,KY586199,NA
KY586200,KY586200,NA
KY586202,KY586202,NA
KY586203,KY586203,NA
KY586204,KY586204,NA
KY586205,KY586205,NA
KY586207,KY586207,NA
KY586209,KY586209,NA
KY586210,KY586210,NA
MG171044,MG171044,NA
MG171052,MG171052,NA
MG171054,MG171054,NA
MG171057,MG171057,NA
MG171059,MG171059,NA
MG171060,MG171060,NA
MG171061,MG171061,NA
MG171062,MG171062,NA
MG171063,MG171063,NA
MG171064,MG171064,NA
MG171065,MG171065,NA
MG171066,MG171066,NA
MG171067,MG171067,NA
MG171068,MG171068,NA
MG171069,MG171069,NA
MG171070,MG171070,NA
MG171071,MG171071,NA
MG171072,MG171072,NA
MG171073,MG171073,NA
MG171074,MG171074,NA
MG171075,MG171075,NA
MG171076,MG171076,NA
MG171077,MG171077,NA
MG171078,MG171078,NA
MG171079,MG171079,NA
MG171080,MG171080,NA
MG171081,MG171081,NA
MG171082,MG171082,NA
MG171083,MG171083,NA
MG171084,MG171084,NA
MG171085,MG171085,NA
MG171086,MG171086,NA
MG171087,MG171087,NA
MG171088,MG171088,NA
MG171089,MG171089,NA
MG171090,MG171090,NA
MG171091,MG171091,NA
MG171092,MG171092,NA
MG171093,MG171093,NA
MG171094,MG171094,NA
MG171095,MG171095,NA
MG171096,MG171096,NA
MG171097,MG171097,NA
MG171098,MG171098,NA
MG171099,MG171099,NA
MG171100,MG171100,NA
MG171101,MG171101,NA
MG171102,MG171102,NA
MG171103,MG171103,NA
MG171104,MG171104,NA
MG171105,MG171105,NA
MG171106,MG171106,NA
MG171107,MG171107,NA
MG171108,MG171108,NA
MG171109,MG171109,NA
MG171110,MG171110,NA
MG171111,MG171111,NA
MG171112,MG171112,NA
MG171113,MG171113,NA
MG171114,MG171114,NA
MG171115,MG171115,NA
MG171116,MG171116,NA
MG171117,MG171117,NA
MG171118,MG171118,NA
MG171119,MG171119,NA
MG171120,MG171120,NA
MG171121,MG171121,NA
MG171122,MG171122,NA
MG171123,MG171123,NA
MG171124,MG171124,NA
MG171125,MG171125,NA
MG171126,MG171126,NA
MG171127,MG171127,NA
MG171128,MG171128,NA
MG171129,MG171129,NA
MG171130,MG171130,NA
MG171131,MG171131,NA
MG171132,MG171132,NA
MG171133,MG171133,NA
MG171134,MG171134,NA
MG171135,MG171135,NA
MG171136,MG171136,NA
MG171137,MG171137,NA
MG171138,MG171138,NA
MG171139,MG171139,NA
MG171140,MG171140,NA
MG171141,MG171141,NA
MG171142,MG171142,NA
MG171143,MG171143,NA
MG171144,MG171144,NA
MG800345,MG800345,NA
MG800346,MG800346,NA
MG800347,MG800347,NA
MG800348,MG800348,NA
MG800349,MG800349,NA
MG800350,MG800350,NA
MG800351,MG800351,NA
MG800352,MG800352,NA
MG800353,MG800353,NA
MG800354,MG800354,NA
MG800355,MG800355,NA
MG800356,MG800356,NA
MG800357,MG800357,NA
MG800358,MG800358,NA
MG800359,MG800359,NA
MG800360,MG800360,NA
MG800362,MG800362,NA
MG800365,MG800365,NA
MG800366,MG800366,NA
MG800367,MG800367,NA
MG800368,MG800368,NA
MG800370,MG800370,NA
MG800371,MG800371,NA
MG800372,MG800372,NA
MG800373,MG800373,NA
MG800374,MG800374,NA
MG800375,MG800375,NA
MG800376,MG800376,NA
MG800377,MG800377,NA
MG800378,MG800378,NA
MG800379,MG800379,NA
MG800381,MG800381,NA
MG800385,MG800385,NA
MG800386,MG800386,NA
MG800389,MG800389,NA
MG800391,MG800391,NA
MG800395,MG800395,NA
MG800399,MG800399,NA
MG800400,MG800400,NA
MG800401,MG800401,NA
MG800402,MG800402,NA
MG800403,MG800403,NA
MG800404,MG800404,NA
MG800405,MG800405,NA
MG800406,MG800406,NA
MG800407,MG800407,NA
MG800410,MG800410,NA
MG800412,MG800412,NA
MG800413,MG800413,NA
MG800414,MG800414,NA
MG800415,MG800415,NA
MG800416,MG800416,NA
MG800417,MG800417,NA
MG800418,MG800418,NA
MG800419,MG800419,NA
MG800420,MG800420,NA
MG800421,MG800421,NA
MG800422,MG800422,NA
MG800423,MG800423,NA
MG800424,MG800424,NA
MG800425,MG800425,NA
MG800426,MG800426,NA
MG800427,MG800427,NA
MG800428,MG800428,NA
MG800429,MG800429,NA
MG800430,MG800430,NA
MG800431,MG800431,NA
MG800432,MG800432,NA
MG800434,MG800434,NA
MG800435,MG800435,NA
MG800436,MG800436,NA
MG800437,MG800437,NA
MG800438,MG800438,NA
MG800439,MG800439,NA
MG800440,MG800440,NA
MG800441,MG800441,NA
MG800442,MG800442,NA
MG800443,MG800443,NA
MG800444,MG800444,NA
MG800445,MG800445,NA
MG800446,MG800446,NA
MG800447,MG800447,NA
MG800448,MG800448,NA
MG800449,MG800449,NA
MG800450,MG800450,NA
MG800451,MG800451,NA
MG800452,MG800452,NA
MG800453,MG800453,NA
MG800454,MG800454,NA
MG800455,MG800455,NA
MG800456,MG800456,NA
MG800457,MG800457,NA
MG800458,MG800458,NA
MG800459,MG800459,NA
MG800460,MG800460,NA
MG800461,MG800461,NA
MG800462,MG800462,NA
MG800463,MG800463,NA
MG800464,MG800464,NA
MG800465,MG800465,NA
MG800466,MG800466,NA
MG800467,MG800467,NA
MG800468,MG800468,NA
MG800469,MG800469,NA
MG800470,MG800470,NA
MG800471,MG800471,NA
MG800472,MG800472,NA
MG800473,MG800473,NA
MG800474,MG800474,NA
MG800475,MG800475,NA
MG800476,MG800476,NA
MG800477,MG800477,NA
MG800478,MG800478,NA
MG800479,MG800479,NA
MG800480,MG800480,NA
MG800481,MG800481,NA
MG800483,MG800483,NA
MG800484,MG800484,NA
MG800485,MG800485,NA
MG800486,MG800486,NA
MG800487,MG800487,NA
MG800488,MG800488,NA
MG800489,MG800489,NA
MG800490,MG800490,NA
MG800491,MG800491,NA
MG800492,MG800492,NA
MG800493,MG800493,NA
MG800494,MG800494,NA
MG800495,MG800495,NA
MG800496,MG800496,NA
MG800497,MG800497,NA
MG800498,MG800498,NA
MG800499,MG800499,NA
MG800500,MG800500,NA
MG800501,MG800501,NA
MG800502,MG800502,NA
MG800503,MG800503,NA
MG800504,MG800504,NA
MG800505,MG800505,NA
MG800506,MG800506,NA
MG800507,MG800507,NA
MG800508,MG800508,NA
MG800509,MG800509,NA
MG800510,MG800510,NA
MG800511,MG800511,NA
MG800512,MG800512,NA
MG800513,MG800513,NA
MG800514,MG800514,NA
MG800515,MG800515,NA
MG800516,MG800516,NA
MG800517,MG800517,NA
MG800518,MG800518,NA
MG800519,MG800519,NA
MG800520,MG800520,NA
MG800521,MG800521,NA
MG800522,MG800522,NA
MG800523,MG800523,NA
MG800524,MG800524,NA
MG800525,MG800525,NA
MG800526,MG800526,NA
MG800527,MG800527,NA
MG800528,MG800528,NA
MG800529,MG800529,NA
MG800530,MG800530,NA
MG800531,MG800531,NA
MG800532,MG800532,NA
MG800533,MG800533,NA
MG800534,MG800534,NA
MG800535,MG800535,NA
MG800536,MG800536,NA
MG800537,MG800537,NA
MG800538,MG800538,NA
MG800539,MG800539,NA
MG800540,MG800540,NA
MG800541,MG800541,NA
MG800542,MG800542,NA
MG800543,MG800543,NA
MG800544,MG800544,NA
MG800545,MG800545,NA
MG800546,MG800546,NA
MG800547,MG800547,NA
MG800548,MG800548,NA
MG800549,MG800549,NA
MG800550,MG800550,NA
MG800551,MG800551,NA
MG800552,MG800552,NA
MG800553,MG800553,NA
MG800554,MG800554,NA
MG800555,MG800555,NA
MG800556,MG800556,NA
MG800557,MG800557,NA
MG800558,MG800558,NA
MG800559,MG800559,NA
MG800560,MG800560,NA
MG800561,MG800561,NA
MG800562,MG800562,NA
MG800563,MG800563,NA
MG800564,MG800564,NA
MG800565,MG800565,NA
MG800566,MG800566,NA
MG800567,MG800567,NA
MG800568,MG800568,NA
MG800569,MG800569,NA
MG800570,MG800570,NA
MG800571,MG800571,NA
MG800572,MG800572,NA
MG800573,MG800573,NA
MG800574,MG800574,NA
MG800575,MG800575,NA
MG800576,MG800576,NA
MG800577,MG800577,NA
MG800578,MG800578,NA
MG800579,MG800579,NA
MG800580,MG800580,NA
MG800581,MG800581,NA
MG800582,MG800582,NA
MG800583,MG800583,NA
MG800584,MG800584,NA
MG800585,MG800585,NA
MG800586,MG800586,NA
MG800587,MG800587,NA
MG800588,MG800588,NA
MG800589,MG800589,NA
MG800590,MG800590,NA
MG800591,MG800591,NA
MG800592,MG800592,NA
MG800593,MG800593,NA
MG800594,MG800594,NA
MG800595,MG800595,NA
MG800596,MG800596,NA
MG800597,MG800597,NA
MG800598,MG800598,NA
MG800599,MG800599,NA
MG800600,MG800600,NA
MG800601,MG800601,NA
MG800602,MG800602,NA
MG800603,MG800603,NA
MG800604,MG800604,NA
MG800605,MG800605,NA
MG800606,MG800606,NA
MG800607,MG800607,NA
MG800608,MG800608,NA
MG800609,MG800609,NA
MG800610,MG800610,NA
MG800611,MG800611,NA
MG800612,MG800612,NA
MG800613,MG800613,NA
MG800614,MG800614,NA
MG800615,MG800615,NA
MG800616,MG800616,NA
MG800617,MG800617,NA
MG800618,MG800618,NA
MG800619,MG800619,NA
MG800620,MG800620,NA
MG800621,MG800621,NA
MG800622,MG800622,NA
MG800623,MG800623,NA
MG800624,MG800624,NA
MG800625,MG800625,NA
MG800626,MG800626,NA
MG941022,MG941022,NA
MG941023,MG941023,NA
MG941024,MG941024,NA
MG941025,MG941025,NA
MG941026,MG941026,NA
MG941027,MG941027,NA
MG941028,MG941028,NA
MG941029,MG941029,NA
MG941030,MG941030,NA
MG941031,MG941031,NA
MG941032,MG941032,NA
MG941033,MG941033,NA
MG941034,MG941034,NA
MG941035,MG941035,NA
MG941036,MG941036,NA
MG941037,MG941037,NA
MG941038,MG941038,NA
MG941039,MG941039,NA
MG941040,MG941040,NA
MG941041,MG941041,NA
MG941042,MG941042,NA
MG941043,MG941043,NA
MG941044,MG941044,NA
MG941045,MG941045,NA
MG941046,MG941046,NA
MG941047,MG941047,NA
MG941048,MG941048,NA
MG941049,MG941049,NA
MG941050,MG941050,NA
MG941051,MG941051,NA
MG941052,MG941052,NA
MG941054,MG941054,NA
MG941055,MG941055,NA
MG941056,MG941056,NA
MG941057,MG941057,NA
MG941058,MG941058,NA
MG941059,MG941059,NA
MG941060,MG941060,NA
MG941061,MG941061,NA
MG941062,MG941062,NA
MG941063,MG941063,NA
MG941064,MG941064,NA
MG941065,MG941065,NA
MG941066,MG941066,NA
MG941067,MG941067,NA
MG941068,MG941068,NA
MG941069,MG941069,NA
MG941070,MG941070,NA
MG941071,MG941071,NA
MG941072,MG941072,NA
MG941073,MG941073,NA
MG941074,MG941074,NA
MG941075,MG941075,NA
MG941076,MG941076,NA
MG941077,MG941077,NA
MG941078,MG941078,NA
MG941079,MG941079,NA
MG941080,MG941080,NA
MG941081,MG941081,NA
MG941082,MG941082,NA
MG941083,MG941083,NA
MG941084,MG941084,NA
MG941085,MG941085,NA
MG941086,MG941086,NA
MG941087,MG941087,NA
MG941088,MG941088,NA
MG941089,MG941089,NA
MG941090,MG941090,NA
MG941091,MG941091,NA
MG941092,MG941092,NA
MG941093,MG941093,NA
MG941094,MG941094,NA
MG941095,MG941095,NA
MG941096,MG941096,NA
MG941097,MG941097,NA
MG941098,MG941098,NA
MG941099,MG941099,NA
MG941100,MG941100,NA
MG941101,MG941101,NA
MG941102,MG941102,NA
MG941103,MG941103,NA
MG941104,MG941104,NA
MG941105,MG941105,NA
MG941106,MG941106,NA
MG941107,MG941107,NA
MG941108,MG941108,NA
MG941109,MG941109,NA
MG941110,MG941110,NA
MG941111,MG941111,NA
MG941112,MG941112,NA
MG941113,MG941113,NA
MG941114,MG941114,NA
MG941115,MG941115,NA
MG941116,MG941116,NA
MG941117,MG941117,NA
MG941118,MG941118,NA
MG941119,MG941119,NA
MG941120,MG941120,NA
MG941121,MG941121,NA
MG941122,MG941122,NA
MG941123,MG941123,NA
MG941124,MG941124,NA
MG941125,MG941125,NA
MG941126,MG941126,NA
MG941127,MG941127,NA
MG941128,MG941128,NA
MG941129,MG941129,NA
MG941130,MG941130,NA
MG941131,MG941131,NA
MG941132,MG941132,NA
MG941133,MG941133,NA
MG941134,MG941134,NA
MG941135,MG941135,NA
MG941136,MG941136,NA
MG941137,MG941137,NA
MG941138,MG941138,NA
MG941139,MG941139,NA
MG941140,MG941140,NA
MG941141,MG941141,NA
MG941142,MG941142,NA
MG941143,MG941143,NA
MG941144,MG941144,NA
MG941146,MG941146,NA
MG941147,MG941147,NA
MG941148,MG941148,NA
MG941149,MG941149,NA
MG941150,MG941150,NA
MG941151,MG941151,NA
MG941152,MG941152,NA
MG941153,MG941153,NA
MG941154,MG941154,NA
MG941155,MG941155,NA
MG941156,MG941156,NA
MG941157,MG941157,NA
MG941158,MG941158,NA
MG941159,MG941159,NA
MG941160,MG941160,NA
MG941161,MG941161,NA
MG941162,MG941162,NA
MG941163,MG941163,NA
MG941164,MG941164,NA
MG941165,MG941165,NA
MG941166,MG941166,NA
MG941167,MG941167,NA
MG941168,MG941168,NA
MG941169,MG941169,NA
MG941170,MG941170,NA
MG941171,MG941171,NA
MG941172,MG941172,NA
MG941173,MG941173,NA
MG941174,MG941174,NA
MG941175,MG941175,NA
MG941176,MG941176,NA
MG941177,MG941177,NA
MG941178,MG941178,NA
MG941179,MG941179,NA
MG941180,MG941180,NA
MG941181,MG941181,NA
MG941182,MG941182,NA
MG941183,MG941183,NA
MG941184,MG941184,NA
MG941185,MG941185,NA
MG941186,MG941186,NA
MG941187,MG941187,NA
MG941188,MG941188,NA
MG941189,MG941189,NA
MG941190,MG941190,NA
MG941191,MG941191,NA
MG941192,MG941192,NA
MG941193,MG941193,NA
MG941194,MG941194,NA
MG941195,MG941195,NA
MG941196,MG941196,NA
MG941197,MG941197,NA
MG941198,MG941198,NA
MG941199,MG941199,NA
MG941200,MG941200,NA
MG941201,MG941201,NA
MG941202,MG941202,NA
MG941203,MG941203,NA
MG941204,MG941204,NA
MG941205,MG941205,NA
MG941206,MG941206,NA
MG941207,MG941207,NA
MG941208,MG941208,NA
MG941209,MG941209,NA
MG941210,MG941210,NA
MG941211,MG941211,NA
MG941212,MG941212,NA
MG941213,MG941213,NA
MG941214,MG941214,NA
MG941215,MG941215,NA
MG941216,MG941216,NA
MG941217,MG941217,NA
MG941218,MG941218,NA
MG941219,MG941219,NA
MG941220,MG941220,NA
MG941221,MG941221,NA
MG941222,MG941222,NA
MG941223,MG941223,NA
MG941224,MG941224,NA
MG941225,MG941225,NA
MG941226,MG941226,NA
MG941227,MG941227,NA
MG941228,MG941228,NA
MG941229,MG941229,NA
MG941230,MG941230,NA
MG941231,MG941231,NA
MG941232,MG941232,NA
MG941233,MG941233,NA
MG941234,MG941234,NA
MG941235,MG941235,NA
MG941236,MG941236,NA
MG941237,MG941237,NA
MG941238,MG941238,NA
MG941239,MG941239,NA
MG941240,MG941240,NA
MG941241,MG941241,NA
MG941242,MG941242,NA
MG941243,MG941243,NA
MG941244,MG941244,NA
MG941245,MG941245,NA
MG941246,MG941246,NA
MG941248,MG941248,NA
MG941249,MG941249,NA
MG941250,MG941250,NA
MG941251,MG941251,NA
MG941252,MG941252,NA
MG941253,MG941253,NA
MG941254,MG941254,NA
MG941255,MG941255,NA
MG941256,MG941256,NA
MG941257,MG941257,NA
MG941258,MG941258,NA
MG941259,MG941259,NA
MG941260,MG941260,NA
MG941261,MG941261,NA
MG941262,MG941262,NA
MG941263,MG941263,NA
MG941264,MG941264,NA
MG941265,MG941265,NA
MG941266,MG941266,NA
MG941268,MG941268,NA
MG941269,MG941269,NA
MG941270,MG941270,NA
MG941271,MG941271,NA
MG941272,MG941272,NA
MG941273,MG941273,NA
MG941274,MG941274,NA
MG941275,MG941275,NA
MG941276,MG941276,NA
MG941277,MG941277,NA
MG941278,MG941278,NA
MG941279,MG941279,NA
MG941280,MG941280,NA
MG941281,MG941281,NA
MG941282,MG941282,NA
MG941283,MG941283,NA
MG941284,MG941284,NA
MG941285,MG941285,NA
MG941286,MG941286,NA
MG941287,MG941287,NA
MG941288,MG941288,NA
MG941289,MG941289,NA
MG941290,MG941290,NA
MG941291,MG941291,NA
MG941292,MG941292,NA
MG941293,MG941293,NA
MG941294,MG941294,NA
MG941295,MG941295,NA
MG941296,MG941296,NA
MG941297,MG941297,NA
MG941298,MG941298,NA
MG941299,MG941299,NA
MG941300,MG941300,NA
MG941301,MG941301,NA
MG941302,MG941302,NA
MG941303,MG941303,NA
MG941304,MG941304,NA
MG941305,MG941305,NA
MG941306,MG941306,NA
MG941307,MG941307,NA
MG941308,MG941308,NA
MG941309,MG941309,NA
MG941310,MG941310,NA
MG941311,MG941311,NA
MG941312,MG941312,NA
MG941313,MG941313,NA
MG941314,MG941314,NA
MG941315,MG941315,NA
MG941316,MG941316,NA
MG941317,MG941317,NA
MG941318,MG941318,NA
MG941319,MG941319,NA
MG941320,MG941320,NA
MG941321,MG941321,NA
MG941322,MG941322,NA
MG941323,MG941323,NA
MG941325,MG941325,NA
MG941326,MG941326,NA
MG941327,MG941327,NA
MG941328,MG941328,NA
MG941329,MG941329,NA
MG941330,MG941330,NA
MG941331,MG941331,NA
MG941332,MG941332,NA
MG941333,MG941333,NA
MG941334,MG941334,NA
MG941335,MG941335,NA
MG941336,MG941336,NA
MG941337,MG941337,NA
MG941338,MG941338,NA
MG941339,MG941339,NA
MG941340,MG941340,NA
MG941341,MG941341,NA
MG941342,MG941342,NA
MG941343,MG941343,NA
MG941344,MG941344,NA
MG941345,MG941345,NA
MG941346,MG941346,NA
MG941347,MG941347,NA
MG941348,MG941348,NA
MG941349,MG941349,NA
MG941350,MG941350,NA
MG941351,MG941351,NA
MG941352,MG941352,NA
MG941353,MG941353,NA
MG941354,MG941354,NA
MG941355,MG941355,NA
MG941356,MG941356,NA
MG941357,MG941357,NA
MG941358,MG941358,NA
MG941359,MG941359,NA
MG941360,MG941360,NA
MG941361,MG941361,NA
MG941362,MG941362,NA
MG941363,MG941363,NA
MG941364,MG941364,NA
MG941365,MG941365,NA
MG941366,MG941366,NA
MG941367,MG941367,NA
MG941368,MG941368,NA
MG941369,MG941369,NA
MG941370,MG941370,NA
MG941371,MG941371,NA
MG941372,MG941372,NA
MG941373,MG941373,NA
MG941374,MG941374,NA
MG941375,MG941375,NA
MG941376,MG941376,NA
MG941377,MG941377,NA
MG941378,MG941378,NA
MG941379,MG941379,NA
MG941380,MG941380,NA
MG941381,MG941381,NA
MG941382,MG941382,NA
MG941383,MG941383,NA
MG941384,MG941384,NA
MG941385,MG941385,NA
MG941386,MG941386,NA
MG941387,MG941387,NA
MG941388,MG941388,NA
MG941389,MG941389,NA
MG941390,MG941390,NA
MG941391,MG941391,NA
MG941392,MG941392,NA
MG941393,MG941393,NA
MG941394,MG941394,NA
MG941395,MG941395,NA
MG941396,MG941396,NA
MG941397,MG941397,NA
MG941398,MG941398,NA
MG941399,MG941399,NA
MG941400,MG941400,NA
MG941401,MG941401,NA
MG941402,MG941402,NA
MG941403,MG941403,NA
MG941404,MG941404,NA
MG941405,MG941405,NA
MG941406,MG941406,NA
MG941407,MG941407,NA
MG941408,MG941408,NA
MG941409,MG941409,NA
MG941410,MG941410,NA
MG941411,MG941411,NA
MG941412,MG941412,NA
MG941414,MG941414,NA
MG941415,MG941415,NA
MG941416,MG941416,NA
MG941417,MG941417,NA
MG941418,MG941418,NA
MG941419,MG941419,NA
MG941420,MG941420,NA
MG941421,MG941421,NA
MG941422,MG941422,NA
MG941423,MG941423,NA
MG941424,MG941424,NA
MG941425,MG941425,NA
MG941426,MG941426,NA
MG941427,MG941427,NA
MG941428,MG941428,NA
MG941429,MG941429,NA
MG941430,MG941430,NA
MG941431,MG941431,NA
MG941432,MG941432,NA
MG941433,MG941433,NA
MG941434,MG941434,NA
MG941435,MG941435,NA
MG941436,MG941436,NA
MG941437,MG941437,NA
MG941438,MG941438,NA
MG941439,MG941439,NA
MG941440,MG941440,NA
MG941441,MG941441,NA
MG941442,MG941442,NA
MG941443,MG941443,NA
MG941444,MG941444,NA
MG941445,MG941445,NA
MG941446,MG941446,NA
MG941447,MG941447,NA
MG941448,MG941448,NA
MG941449,MG941449,NA
MG941450,MG941450,NA
MG941451,MG941451,NA
MG941452,MG941452,NA
MG941453,MG941453,NA
MG941454,MG941454,NA
MG941455,MG941455,NA
MG941456,MG941456,NA
MG941457,MG941457,NA
MG941458,MG941458,NA
MG941459,MG941459,NA
MG941460,MG941460,NA
MG941461,MG941461,NA
MG941462,MG941462,NA
MG941463,MG941463,NA
MG941464,MG941464,NA
MG941465,MG941465,NA
MG941466,MG941466,NA
MG941467,MG941467,NA
MG941468,MG941468,NA
MG941469,MG941469,NA
MG941470,MG941470,NA
MG941471,MG941471,NA
MG941472,MG941472,NA
MG941473,MG941473,NA
MG941474,MG941474,NA
MG941475,MG941475,NA
MG941476,MG941476,NA
MG941477,MG941477,NA
MG941478,MG941478,NA
MG941479,MG941479,NA
MG941480,MG941480,NA
MG941481,MG941481,NA
MG941482,MG941482,NA
MG941483,MG941483,NA
MG941484,MG941484,NA
MG941485,MG941485,NA
MG941486,MG941486,NA
MG941487,MG941487,NA
MG941488,MG941488,NA
MG941489,MG941489,NA
MG941490,MG941490,NA
MG941491,MG941491,NA
MG941492,MG941492,NA
MG941493,MG941493,NA
MG941494,MG941494,NA
MG941495,MG941495,NA
MG941496,MG941496,NA
MG941497,MG941497,NA
MG941498,MG941498,NA
MG941499,MG941499,NA
MG941500,MG941500,NA
MG941501,MG941501,NA
MG941502,MG941502,NA
MG941503,MG941503,NA
MG941504,MG941504,NA
MG941505,MG941505,NA
MG941506,MG941506,NA
MG941507,MG941507,NA
MG941508,MG941508,NA
MG941509,MG941509,NA
MG941510,MG941510,NA
MG941511,MG941511,NA
MG941512,MG941512,NA
MG941513,MG941513,NA
MG941514,MG941514,NA
MG941515,MG941515,NA
MG941516,MG941516,NA
MG941517,MG941517,NA
MG941518,MG941518,NA
MG941519,MG941519,NA
MG941520,MG941520,NA
MG941521,MG941521,NA
MG941522,MG941522,NA
MG941523,MG941523,NA
MG941524,MG941524,NA
MG941525,MG941525,NA
MG941526,MG941526,NA
MG941527,MG941527,NA
MG941528,MG941528,NA
MG941529,MG941529,NA
MG941530,MG941530,NA
MG941531,MG941531,NA
MG941532,MG941532,NA
MG941533,MG941533,NA
MG941534,MG941534,NA
MG941535,MG941535,NA
MG941536,MG941536,NA
MG941537,MG941537,NA
MG941538,MG941538,NA
MG941539,MG941539,NA
MG941540,MG941540,NA
MG941541,MG941541,NA
MG941542,MG941542,NA
MG941543,MG941543,NA
MG941544,MG941544,NA
MG941545,MG941545,NA
MG941546,MG941546,NA
MG941547,MG941547,NA
MG941548,MG941548,NA
MG941549,MG941549,NA
MG941550,MG941550,NA
MG941551,MG941551,NA
MG941552,MG941552,NA
MG941553,MG941553,NA
MG941554,MG941554,NA
MG941555,MG941555,NA
MG941556,MG941556,NA
MG941557,MG941557,NA
MG941558,MG941558,NA
MG941559,MG941559,NA
MG941560,MG941560,NA
MG941561,MG941561,NA
MG941562,MG941562,NA
MG941563,MG941563,NA
MG941564,MG941564,NA
MG941565,MG941565,NA
MG941566,MG941566,NA
MG941567,MG941567,NA
MG941568,MG941568,NA
MG941569,MG941569,NA
MG941570,MG941570,NA
MG941571,MG941571,NA
MG941572,MG941572,NA
MG941573,MG941573,NA
MG941574,MG941574,NA
MG941575,MG941575,NA
MG941576,MG941576,NA
MG941577,MG941577,NA
MG941578,MG941578,NA
MG941579,MG941579,NA
MG941580,MG941580,NA
MG941581,MG941581,NA
MG941582,MG941582,NA
MG941583,MG941583,NA
MG941584,MG941584,NA
MG941585,MG941585,NA
MG941586,MG941586,NA
MG941587,MG941587,NA
MG941588,MG941588,NA
MG941589,MG941589,NA
MG941590,MG941590,NA
MG941591,MG941591,NA
MG941592,MG941592,NA
MG941593,MG941593,NA
MG941594,MG941594,NA
MG941595,MG941595,NA
MG941596,MG941596,NA
MG941597,MG941597,NA
MG941598,MG941598,NA
MG941599,MG941599,NA
MG941600,MG941600,NA
MG941601,MG941601,NA
MG941602,MG941602,NA
MG941603,MG941603,NA
MG941604,MG941604,NA
MG941605,MG941605,NA
MG941606,MG941606,NA
MG941607,MG941607,NA
MG941608,MG941608,NA
MG941609,MG941609,NA
MG941610,MG941610,NA
MG941611,MG941611,NA
MG941612,MG941612,NA
MG941613,MG941613,NA
MG941614,MG941614,NA
MG941615,MG941615,NA
MG941616,MG941616,NA
MG941617,MG941617,NA
MG941618,MG941618,NA
MG941619,MG941619,NA
MG941620,MG941620,NA
MG941621,MG941621,NA
MG941622,MG941622,NA
MG941623,MG941623,NA
MG941624,MG941624,NA
MG941625,MG941625,NA
MG941626,MG941626,NA
MG941627,MG941627,NA
MG941628,MG941628,NA
MG941629,MG941629,NA
MG941630,MG941630,NA
MG941631,MG941631,NA
MG941632,MG941632,NA
MG941633,MG941633,NA
MG941634,MG941634,NA
MG941635,MG941635,NA
MG941636,MG941636,NA
MG941637,MG941637,NA
MG941638,MG941638,NA
MG941639,MG941639,NA
MG941640,MG941640,NA
MG941641,MG941641,NA
MG941642,MG941642,NA
MG941643,MG941643,NA
MG941644,MG941644,NA
MG941645,MG941645,NA
MG941646,MG941646,NA
MG941647,MG941647,NA
MG941648,MG941648,NA
MG941649,MG941649,NA
MG941650,MG941650,NA
MG941651,MG941651,NA
MG941652,MG941652,NA
MG941653,MG941653,NA
MG941654,MG941654,NA
MG941655,MG941655,NA
MG941656,MG941656,NA
MG941657,MG941657,NA
MG941658,MG941658,NA
MG941659,MG941659,NA
MG941660,MG941660,NA
